building_id,address,dataset,neighborhood,style,image_path,architectural_style,building_form,roof_type,primary_cladding,stories,alteration_level,setting,chimney_present,window,entrance,roof_features,roof_materials,additional_cladding,wall_features,landscape_features,associated_buildings,building_plan,building_category,current_use,original_use,alterations_additions,alterations_entrances,alterations_roof,alterations_cladding,alterations_windows
DIS.14481,3710 E BRUCE RANDOLPH AVE,Clayton-MinimalTraditional,Clayton,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/DDS.206_3710_E_BRUCE_RANDOLPH_AVE.JRyh3K.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Concrete - Block,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Casement - Fixed; Window Features: Grouped Windows - Rowlock Sill - Transom  |  Window 2: Window Type: Casement - Fixed; Window Features: Paired Windows - Transom - Rowlock Sill,Entrance 1: Entrance Type: Porch - Partial Width - Recessed; Entrance Location: Front Facade,,Shingles - Asphalt,,Shutters,Fence - Front; Fence - Left Side; Fence - Right Side; Walkway - Concrete; Driveway - Ribbon,,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.15132,3641 N JOSEPHINE ST,Clayton-MinimalTraditional,Clayton,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/DDS.813_3641_N_JOSEPHINE_ST.lKI69t.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Stucco - Historic,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Casement - Fixed; Window Features: Grouped Windows - Rowlock Sill - Transom - Divided Lights - Some  |  Window 2: Window Type: Casement - Fixed; Window Features: Paired Windows - Rowlock Sill - Transom - Divided Lights - Some,Entrance 1: Entrance Type: Porch - Partial Width - Projecting; Entrance Location: Front Facade,,Shingles - Asphalt,,Foundation - Concrete; Shutters; Awnings,Fence - Rear; Walkway - Concrete,Associated Building and Objects 1: Building/Object Type: Accessory Dwelling Unit (ADU),,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.15132,3641 N JOSEPHINE ST,Clayton-MinimalTraditional,Clayton,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/DDS.813_3641_N_JOSEPHINE_ST.RteVer.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Stucco - Historic,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Casement - Fixed; Window Features: Grouped Windows - Rowlock Sill - Transom - Divided Lights - Some  |  Window 2: Window Type: Casement - Fixed; Window Features: Paired Windows - Rowlock Sill - Transom - Divided Lights - Some,Entrance 1: Entrance Type: Porch - Partial Width - Projecting; Entrance Location: Front Facade,,Shingles - Asphalt,,Foundation - Concrete; Shutters; Awnings,Fence - Rear; Walkway - Concrete,Associated Building and Objects 1: Building/Object Type: Accessory Dwelling Unit (ADU),,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.15132,3641 N JOSEPHINE ST,Clayton-MinimalTraditional,Clayton,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/DDS.813_3641_N_JOSEPHINE_ST._EbJn0.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Stucco - Historic,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Casement - Fixed; Window Features: Grouped Windows - Rowlock Sill - Transom - Divided Lights - Some  |  Window 2: Window Type: Casement - Fixed; Window Features: Paired Windows - Rowlock Sill - Transom - Divided Lights - Some,Entrance 1: Entrance Type: Porch - Partial Width - Projecting; Entrance Location: Front Facade,,Shingles - Asphalt,,Foundation - Concrete; Shutters; Awnings,Fence - Rear; Walkway - Concrete,Associated Building and Objects 1: Building/Object Type: Accessory Dwelling Unit (ADU),,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.11119,3280 W OHIO AVE,Westwood-MinimalTraditional,Westwood,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/5DV.53625_3280_W_OHIO_AVE.VNmWCX.jpg,No Clear Architectural Style,Minimal Traditional,Cross Gable,Shingles - Asbestos,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Fixed; Window Features: Picture Window  |  Window 2: Window Type: Double/Single Hung; Window Features: None,Entrance 1: Entrance Type: Porch - Partial Width - Projecting; Entrance Location: Front Facade  |  Entrance 2: Entrance Type: Stoop - High; Entrance Location: Left Side,,Shingles - Asphalt,,Foundation - Concrete; Gable Vents,Fence - Front; Fence - Left Side; Fence - Rear; Fence - Right Side; Walkway - Concrete; Driveway - Solid,Associated Building and Objects 1: Building/Object Type: Garage – Attached  |  Associated Building and Objects 2: Building/Object Type: Shed or Storage Building,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.11119,3280 W OHIO AVE,Westwood-MinimalTraditional,Westwood,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/5DV.53625_3280_W_OHIO_AVE.qvkRgt.jpg,No Clear Architectural Style,Minimal Traditional,Cross Gable,Shingles - Asbestos,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Fixed; Window Features: Picture Window  |  Window 2: Window Type: Double/Single Hung; Window Features: None,Entrance 1: Entrance Type: Porch - Partial Width - Projecting; Entrance Location: Front Facade  |  Entrance 2: Entrance Type: Stoop - High; Entrance Location: Left Side,,Shingles - Asphalt,,Foundation - Concrete; Gable Vents,Fence - Front; Fence - Left Side; Fence - Rear; Fence - Right Side; Walkway - Concrete; Driveway - Solid,Associated Building and Objects 1: Building/Object Type: Garage – Attached  |  Associated Building and Objects 2: Building/Object Type: Shed or Storage Building,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.11119,3280 W OHIO AVE,Westwood-MinimalTraditional,Westwood,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/5DV.53625_3280_W_OHIO_AVE._lS2bK.jpg,No Clear Architectural Style,Minimal Traditional,Cross Gable,Shingles - Asbestos,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Fixed; Window Features: Picture Window  |  Window 2: Window Type: Double/Single Hung; Window Features: None,Entrance 1: Entrance Type: Porch - Partial Width - Projecting; Entrance Location: Front Facade  |  Entrance 2: Entrance Type: Stoop - High; Entrance Location: Left Side,,Shingles - Asphalt,,Foundation - Concrete; Gable Vents,Fence - Front; Fence - Left Side; Fence - Rear; Fence - Right Side; Walkway - Concrete; Driveway - Solid,Associated Building and Objects 1: Building/Object Type: Garage – Attached  |  Associated Building and Objects 2: Building/Object Type: Shed or Storage Building,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.11451,565 S PERRY ST,Westwood-MinimalTraditional,Westwood,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/5DV.54062_565_S_PERRY_ST.BlSKZf.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Siding - Aluminum,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Casement - Fixed; Window Features: Tripartite Window - Transom  |  Window 2: Window Type: Casement - Fixed; Window Features: Paired Windows,Entrance 1: Entrance Type: Stoop - Low; Entrance Location: Right Side  |  Entrance 2: Entrance Type: Stoop - Low; Entrance Location: Front Facade,,Shingles - Asphalt,,Awnings,Driveway - Ribbon; Driveway - Unpaved; Fence - Rear; Fence - Right Side; Walkway - Concrete; Fence - Left Side,Associated Building and Objects 1: Building/Object Type: Garage - Detached,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.11451,565 S PERRY ST,Westwood-MinimalTraditional,Westwood,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/5DV.54062_565_S_PERRY_ST.b6pqNs.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Siding - Aluminum,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Casement - Fixed; Window Features: Tripartite Window - Transom  |  Window 2: Window Type: Casement - Fixed; Window Features: Paired Windows,Entrance 1: Entrance Type: Stoop - Low; Entrance Location: Right Side  |  Entrance 2: Entrance Type: Stoop - Low; Entrance Location: Front Facade,,Shingles - Asphalt,,Awnings,Driveway - Ribbon; Driveway - Unpaved; Fence - Rear; Fence - Right Side; Walkway - Concrete; Fence - Left Side,Associated Building and Objects 1: Building/Object Type: Garage - Detached,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.11451,565 S PERRY ST,Westwood-MinimalTraditional,Westwood,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/5DV.54062_565_S_PERRY_ST.IMIP-M.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Siding - Aluminum,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Casement - Fixed; Window Features: Tripartite Window - Transom  |  Window 2: Window Type: Casement - Fixed; Window Features: Paired Windows,Entrance 1: Entrance Type: Stoop - Low; Entrance Location: Right Side  |  Entrance 2: Entrance Type: Stoop - Low; Entrance Location: Front Facade,,Shingles - Asphalt,,Awnings,Driveway - Ribbon; Driveway - Unpaved; Fence - Rear; Fence - Right Side; Walkway - Concrete; Fence - Left Side,Associated Building and Objects 1: Building/Object Type: Garage - Detached,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.10756,3285 W MISSISSIPPI AVE,Westwood-MinimalTraditional,Westwood,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/5DV.53261_3285_W_MISSISSIPPI_AVE.fJivfx.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Siding - Aluminum,1,5 - Not Altered,Corner; Set Back from Sidewalk,No,Window 1: Window Type: Casement; Window Features: Tripartite Window  |  Window 2: Window Type: Casement; Window Features: Paired Windows  |  Window 3: Window Type: Hopper/Awning; Window Features: None,Entrance 1: Entrance Type: Porch - Partial Width - Recessed; Entrance Location: Left Side  |  Entrance 2: Entrance Type: Flush Door - No Porch or Stoop; Entrance Location: Rear,,Shingles - Asphalt,,Foundation - Concrete; Awnings,Fence - Rear; Walkway - Concrete; Driveway - Solid,Associated Building and Objects 1: Building/Object Type: Garage - Detached,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.10756,3285 W MISSISSIPPI AVE,Westwood-MinimalTraditional,Westwood,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/5DV.53261_3285_W_MISSISSIPPI_AVE.JG_x9B.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Siding - Aluminum,1,5 - Not Altered,Corner; Set Back from Sidewalk,No,Window 1: Window Type: Casement; Window Features: Tripartite Window  |  Window 2: Window Type: Casement; Window Features: Paired Windows  |  Window 3: Window Type: Hopper/Awning; Window Features: None,Entrance 1: Entrance Type: Porch - Partial Width - Recessed; Entrance Location: Left Side  |  Entrance 2: Entrance Type: Flush Door - No Porch or Stoop; Entrance Location: Rear,,Shingles - Asphalt,,Foundation - Concrete; Awnings,Fence - Rear; Walkway - Concrete; Driveway - Solid,Associated Building and Objects 1: Building/Object Type: Garage - Detached,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.10756,3285 W MISSISSIPPI AVE,Westwood-MinimalTraditional,Westwood,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/5DV.53261_3285_W_MISSISSIPPI_AVE.-lponJ.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Siding - Aluminum,1,5 - Not Altered,Corner; Set Back from Sidewalk,No,Window 1: Window Type: Casement; Window Features: Tripartite Window  |  Window 2: Window Type: Casement; Window Features: Paired Windows  |  Window 3: Window Type: Hopper/Awning; Window Features: None,Entrance 1: Entrance Type: Porch - Partial Width - Recessed; Entrance Location: Left Side  |  Entrance 2: Entrance Type: Flush Door - No Porch or Stoop; Entrance Location: Rear,,Shingles - Asphalt,,Foundation - Concrete; Awnings,Fence - Rear; Walkway - Concrete; Driveway - Solid,Associated Building and Objects 1: Building/Object Type: Garage - Detached,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.10756,3285 W MISSISSIPPI AVE,Westwood-MinimalTraditional,Westwood,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/5DV.53261_3285_W_MISSISSIPPI_AVE.-cvp86.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Siding - Aluminum,1,5 - Not Altered,Corner; Set Back from Sidewalk,No,Window 1: Window Type: Casement; Window Features: Tripartite Window  |  Window 2: Window Type: Casement; Window Features: Paired Windows  |  Window 3: Window Type: Hopper/Awning; Window Features: None,Entrance 1: Entrance Type: Porch - Partial Width - Recessed; Entrance Location: Left Side  |  Entrance 2: Entrance Type: Flush Door - No Porch or Stoop; Entrance Location: Rear,,Shingles - Asphalt,,Foundation - Concrete; Awnings,Fence - Rear; Walkway - Concrete; Driveway - Solid,Associated Building and Objects 1: Building/Object Type: Garage - Detached,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.10756,3285 W MISSISSIPPI AVE,Westwood-MinimalTraditional,Westwood,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/5DV.53261_3285_W_MISSISSIPPI_AVE.o4isYu.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Siding - Aluminum,1,5 - Not Altered,Corner; Set Back from Sidewalk,No,Window 1: Window Type: Casement; Window Features: Tripartite Window  |  Window 2: Window Type: Casement; Window Features: Paired Windows  |  Window 3: Window Type: Hopper/Awning; Window Features: None,Entrance 1: Entrance Type: Porch - Partial Width - Recessed; Entrance Location: Left Side  |  Entrance 2: Entrance Type: Flush Door - No Porch or Stoop; Entrance Location: Rear,,Shingles - Asphalt,,Foundation - Concrete; Awnings,Fence - Rear; Walkway - Concrete; Driveway - Solid,Associated Building and Objects 1: Building/Object Type: Garage - Detached,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.10364,941 S IRVING ST,Westwood-MinimalTraditional,Westwood,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/5DV.52869_941_S_IRVING_ST.3mgj5Q.jpg,No Clear Architectural Style,Minimal Traditional,Side Gable,Shingles - Asbestos,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Double/Single Hung; Window Features: None  |  Window 2: Window Type: Fixed; Window Features: Picture Window  |  Window 3: Window Type: Double/Single Hung; Window Features: Paired Windows,Entrance 1: Entrance Type: Stoop - High; Entrance Location: Front Facade,,Shingles - Asphalt,,Foundation - Concrete; Shutters; Gable Vents,Fence - Front; Fence - Left Side; Fence - Rear; Fence - Right Side; Walkway - Concrete; Fence - Historic,Associated Building and Objects 1: Building/Object Type: Garage - Detached,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,Access Ramp Added,None Visible,None Visible,None Visible,None Visible
DIS.10364,941 S IRVING ST,Westwood-MinimalTraditional,Westwood,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/5DV.52869_941_S_IRVING_ST.V-r_Cs.jpg,No Clear Architectural Style,Minimal Traditional,Side Gable,Shingles - Asbestos,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Double/Single Hung; Window Features: None  |  Window 2: Window Type: Fixed; Window Features: Picture Window  |  Window 3: Window Type: Double/Single Hung; Window Features: Paired Windows,Entrance 1: Entrance Type: Stoop - High; Entrance Location: Front Facade,,Shingles - Asphalt,,Foundation - Concrete; Shutters; Gable Vents,Fence - Front; Fence - Left Side; Fence - Rear; Fence - Right Side; Walkway - Concrete; Fence - Historic,Associated Building and Objects 1: Building/Object Type: Garage - Detached,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,Access Ramp Added,None Visible,None Visible,None Visible,None Visible
DIS.10364,941 S IRVING ST,Westwood-MinimalTraditional,Westwood,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/5DV.52869_941_S_IRVING_ST.FxO17V.jpg,No Clear Architectural Style,Minimal Traditional,Side Gable,Shingles - Asbestos,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Double/Single Hung; Window Features: None  |  Window 2: Window Type: Fixed; Window Features: Picture Window  |  Window 3: Window Type: Double/Single Hung; Window Features: Paired Windows,Entrance 1: Entrance Type: Stoop - High; Entrance Location: Front Facade,,Shingles - Asphalt,,Foundation - Concrete; Shutters; Gable Vents,Fence - Front; Fence - Left Side; Fence - Rear; Fence - Right Side; Walkway - Concrete; Fence - Historic,Associated Building and Objects 1: Building/Object Type: Garage - Detached,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,Access Ramp Added,None Visible,None Visible,None Visible,None Visible
DIS.10541,570 S KNOX CT,Westwood-MinimalTraditional,Westwood,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/5DV.53046_570_S_KNOX_CT.GxYF5Z.jpg,No Clear Architectural Style,Minimal Traditional,Side Gable,Siding - Aluminum,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Double/Single Hung; Window Features: None,Entrance 1: Entrance Location: Front Facade; Entrance Type: Porch - Partial Width - Projecting,,Shingles - Asphalt,,Foundation - Concrete,Fence - Front; Fence - Left Side; Fence - Right Side; Walkway - Concrete,Associated Building and Objects 1: Building/Object Type: Shed or Storage Building,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.10541,570 S KNOX CT,Westwood-MinimalTraditional,Westwood,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/5DV.53046_570_S_KNOX_CT.6-YNel.jpg,No Clear Architectural Style,Minimal Traditional,Side Gable,Siding - Aluminum,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Double/Single Hung; Window Features: None,Entrance 1: Entrance Location: Front Facade; Entrance Type: Porch - Partial Width - Projecting,,Shingles - Asphalt,,Foundation - Concrete,Fence - Front; Fence - Left Side; Fence - Right Side; Walkway - Concrete,Associated Building and Objects 1: Building/Object Type: Shed or Storage Building,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.10541,570 S KNOX CT,Westwood-MinimalTraditional,Westwood,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/5DV.53046_570_S_KNOX_CT.vpRYiR.jpg,No Clear Architectural Style,Minimal Traditional,Side Gable,Siding - Aluminum,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Double/Single Hung; Window Features: None,Entrance 1: Entrance Location: Front Facade; Entrance Type: Porch - Partial Width - Projecting,,Shingles - Asphalt,,Foundation - Concrete,Fence - Front; Fence - Left Side; Fence - Right Side; Walkway - Concrete,Associated Building and Objects 1: Building/Object Type: Shed or Storage Building,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.12065,3200 W VIRGINIA AVE,Westwood-MinimalTraditional,Westwood,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/5DV.54676_3200_W_VIRGINIA_AVE.sTuhu8.jpg,No Clear Architectural Style,Minimal Traditional,Cross Gable,"Siding - Horizontal, Unknown Material",1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Fixed; Window Features: Picture Window  |  Window 2: Window Type: Casement - Fixed; Window Features: Divided Lights - Some - Transom - Tripartite Window  |  Window 3: Window Type: Double/Single Hung; Window Features: None  |  Window 4: Window Type: Sliding; Window Features: None,Entrance 1: Entrance Type: Porch - Partial Width - Projecting; Entrance Location: Right Side  |  Entrance 2: Entrance Type: Flush Door - No Porch or Stoop; Entrance Location: Right Side,,Shingles - Asphalt,,Awnings; Foundation - Concrete,Fence - Front; Fence - Left Side; Fence - Right Side; Walkway - Concrete,Associated Building and Objects 1: Building/Object Type: Shed or Storage Building,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.12065,3200 W VIRGINIA AVE,Westwood-MinimalTraditional,Westwood,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/5DV.54676_3200_W_VIRGINIA_AVE.BouV9H.jpg,No Clear Architectural Style,Minimal Traditional,Cross Gable,"Siding - Horizontal, Unknown Material",1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Fixed; Window Features: Picture Window  |  Window 2: Window Type: Casement - Fixed; Window Features: Divided Lights - Some - Transom - Tripartite Window  |  Window 3: Window Type: Double/Single Hung; Window Features: None  |  Window 4: Window Type: Sliding; Window Features: None,Entrance 1: Entrance Type: Porch - Partial Width - Projecting; Entrance Location: Right Side  |  Entrance 2: Entrance Type: Flush Door - No Porch or Stoop; Entrance Location: Right Side,,Shingles - Asphalt,,Awnings; Foundation - Concrete,Fence - Front; Fence - Left Side; Fence - Right Side; Walkway - Concrete,Associated Building and Objects 1: Building/Object Type: Shed or Storage Building,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.12065,3200 W VIRGINIA AVE,Westwood-MinimalTraditional,Westwood,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/5DV.54676_3200_W_VIRGINIA_AVE.YXpmsB.jpg,No Clear Architectural Style,Minimal Traditional,Cross Gable,"Siding - Horizontal, Unknown Material",1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Fixed; Window Features: Picture Window  |  Window 2: Window Type: Casement - Fixed; Window Features: Divided Lights - Some - Transom - Tripartite Window  |  Window 3: Window Type: Double/Single Hung; Window Features: None  |  Window 4: Window Type: Sliding; Window Features: None,Entrance 1: Entrance Type: Porch - Partial Width - Projecting; Entrance Location: Right Side  |  Entrance 2: Entrance Type: Flush Door - No Porch or Stoop; Entrance Location: Right Side,,Shingles - Asphalt,,Awnings; Foundation - Concrete,Fence - Front; Fence - Left Side; Fence - Right Side; Walkway - Concrete,Associated Building and Objects 1: Building/Object Type: Shed or Storage Building,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.11565,648 S QUITMAN ST,Westwood-MinimalTraditional,Westwood,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/5DV.54176_648_S_QUITMAN_ST.waC4cI.jpg,Ranch,Minimal Traditional,Side Gable,Brick,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Casement - Fixed; Window Location: Front Facade - Right Side; Window Features: Rowlock Sill - Tripartite Window - Transom; Window Material: Metal - Other than steel  |  Window 2: Window Type: Casement; Window Location: Front Facade - Left Side; Window Features: Rowlock Sill - Grouped Windows; Window Material: Metal - Other than steel  |  Window 3: Window Type: Casement; Window Location: Right Side; Window Features: Rowlock Sill - Paired Windows; Window Material: Metal - Other than steel,Entrance 1: Entrance Type: Porch - Partial Width - Projecting; Entrance Location: Front Facade; Door Type: Single,Eaves - Boxed,Shingles - Asphalt,,Awnings; Foundation - Not Visible; Gable Vents,Driveway - Solid; Fence - Left Side; Fence - Rear; Walkway - Concrete,Associated Building and Objects 1: Building/Object Type: Garage - Detached; Building/Object Location: Behind Primary Building,Rectangular Plan,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.11565,648 S QUITMAN ST,Westwood-MinimalTraditional,Westwood,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/5DV.54176_648_S_QUITMAN_ST.rIzYHA.jpg,Ranch,Minimal Traditional,Side Gable,Brick,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Casement - Fixed; Window Location: Front Facade - Right Side; Window Features: Rowlock Sill - Tripartite Window - Transom; Window Material: Metal - Other than steel  |  Window 2: Window Type: Casement; Window Location: Front Facade - Left Side; Window Features: Rowlock Sill - Grouped Windows; Window Material: Metal - Other than steel  |  Window 3: Window Type: Casement; Window Location: Right Side; Window Features: Rowlock Sill - Paired Windows; Window Material: Metal - Other than steel,Entrance 1: Entrance Type: Porch - Partial Width - Projecting; Entrance Location: Front Facade; Door Type: Single,Eaves - Boxed,Shingles - Asphalt,,Awnings; Foundation - Not Visible; Gable Vents,Driveway - Solid; Fence - Left Side; Fence - Rear; Walkway - Concrete,Associated Building and Objects 1: Building/Object Type: Garage - Detached; Building/Object Location: Behind Primary Building,Rectangular Plan,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.11565,648 S QUITMAN ST,Westwood-MinimalTraditional,Westwood,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/5DV.54176_648_S_QUITMAN_ST.MUSxHA.jpg,Ranch,Minimal Traditional,Side Gable,Brick,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Casement - Fixed; Window Location: Front Facade - Right Side; Window Features: Rowlock Sill - Tripartite Window - Transom; Window Material: Metal - Other than steel  |  Window 2: Window Type: Casement; Window Location: Front Facade - Left Side; Window Features: Rowlock Sill - Grouped Windows; Window Material: Metal - Other than steel  |  Window 3: Window Type: Casement; Window Location: Right Side; Window Features: Rowlock Sill - Paired Windows; Window Material: Metal - Other than steel,Entrance 1: Entrance Type: Porch - Partial Width - Projecting; Entrance Location: Front Facade; Door Type: Single,Eaves - Boxed,Shingles - Asphalt,,Awnings; Foundation - Not Visible; Gable Vents,Driveway - Solid; Fence - Left Side; Fence - Rear; Walkway - Concrete,Associated Building and Objects 1: Building/Object Type: Garage - Detached; Building/Object Location: Behind Primary Building,Rectangular Plan,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.11565,648 S QUITMAN ST,Westwood-MinimalTraditional,Westwood,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/5DV.54176_648_S_QUITMAN_ST.cXtl6M.jpg,Ranch,Minimal Traditional,Side Gable,Brick,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Casement - Fixed; Window Location: Front Facade - Right Side; Window Features: Rowlock Sill - Tripartite Window - Transom; Window Material: Metal - Other than steel  |  Window 2: Window Type: Casement; Window Location: Front Facade - Left Side; Window Features: Rowlock Sill - Grouped Windows; Window Material: Metal - Other than steel  |  Window 3: Window Type: Casement; Window Location: Right Side; Window Features: Rowlock Sill - Paired Windows; Window Material: Metal - Other than steel,Entrance 1: Entrance Type: Porch - Partial Width - Projecting; Entrance Location: Front Facade; Door Type: Single,Eaves - Boxed,Shingles - Asphalt,,Awnings; Foundation - Not Visible; Gable Vents,Driveway - Solid; Fence - Left Side; Fence - Rear; Walkway - Concrete,Associated Building and Objects 1: Building/Object Type: Garage - Detached; Building/Object Location: Behind Primary Building,Rectangular Plan,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
